Date,TBTA_CBDInbound,PANYNJ_CBDInbound,ERB_Inbound,TPEP_CBD_Speed,TBTA_CBDInbound_Avg,PANYNJ_CBDInbound_Avg,ERB_Inbound_Avg,TPEP_CBD_Speed_Avg
11/22/2020,36408,65242,201247,11.154,58966,74977,232704,9.69
11/23/2020,65346,76061,223312,9.982,59339,74882,232034,9.747
11/24/2020,66285,78813,238479,9.257,59814,75666,232523,9.733
11/25/2020,66462,81706,239992,9.41,60024,76617,232936,9.758
11/26/2020,26868,49502,173836,12.605,54182,72776,222625,10.227
11/27/2020,42147,66014,210186,11.379,50577,70368,217125,10.521
11/28/2020,39227,69088,211614,10.903,48963,69489,214095,10.67
11/29/2020,38911,75396,200599,11.121,49321,70940,214003,10.665
11/30/2020,56693,74663,206727,9.962,48085,70740,211633,10.662
12/1/2020,61795,74913,229351,9.947,47443,70183,210329,10.761
12/2/2020,62369,74756,231745,9.926,46859,69190,209151,10.835
12/3/2020,62769,77785,235490,9.73,51987,73231,217959,10.424
12/4/2020,62983,76931,236095,9.522,54964,74790,221660,10.159
12/5/2020,37031,64393,211902,10.428,54650,74120,221701,10.091
12/6/2020,37128,65368,206827,10.49,54395,72687,222591,10.001
12/7/2020,59105,73642,228607,10.227,54740,72541,225717,10.039
12/8/2020,62955,74752,226155,9.854,54906,72518,225260,10.025
12/9/2020,62079,74862,223774,9.521,54864,72533,224121,9.967
12/10/2020,65407,78536,235406,9.512,55241,72641,224109,9.936
12/11/2020,66819,82660,244051,9.539,55789,73459,225246,9.939
12/12/2020,47295,70875,218871,10.213,57255,74385,226242,9.908
12/13/2020,45482,72830,208844,10.063,58449,75451,226530,9.847
12/14/2020,59535,74042,207128,9.741,58510,75508,223461,9.778
12/15/2020,69679,82292,231992,9.008,59471,76585,224295,9.657
12/16/2020,52664,60643,160402,9.919,58126,74554,215242,9.714
12/17/2020,22548,31736,75354,10.871,52003,67868,192377,9.908
12/18/2020,59995,74882,150726,8.412,51028,66757,179045,9.747
12/19/2020,43574,70600,152429,9.259,50497,66718,169554,9.611
12/20/2020,33331,62133,138018,10.507,48761,65190,159436,9.674
12/21/2020,66238,79725,137924,8.815,49718,66002,149549,9.542
12/22/2020,67878,81996,143387,8.483,49461,65959,136891,9.467
12/23/2020,71046,87854,165895,8.178,52087,69847,137676,9.218
12/24/2020,52534,72947,143110,10.444,56371,75734,147356,9.157
12/25/2020,22878,48296,116396,12.579,51068,71936,142451,9.752
12/26/2020,34595,64765,171394,11.046,49786,71102,145161,10.007
12/27/2020,35546,68076,166741,10.826,50102,71951,149264,10.053
12/28/2020,58691,79246,189363,10.478,49024,71883,156612,10.291
12/29/2020,58532,82671,195635,10.038,47689,71979,164076,10.513
12/30/2020,61852,83037,201397,9.777,46375,71291,169148,10.741
12/31/2020,49790,72608,182523,10.924,45983,71243,174778,10.81
1/1/2021,23127,48100,143111,12.512,46019,71215,178595,10.8
1/2/2021,39511,70017,173632,10.519,46721,71965,178915,10.725
1/3/2021,28347,56329,143843,11.9,45693,70287,175643,10.878
1/4/2021,51669,72228,189630,11.443,44690,69284,175682,11.016
1/5/2021,54613,71828,192118,11.068,44130,67735,175179,11.163
1/6/2021,56890,73296,199138,11.006,43421,66344,174856,11.339
1/7/2021,58145,77021,202751,10.844,44615,66974,177746,11.328
1/8/2021,57543,74558,210880,10.753,49531,70754,187427,11.076
1/9/2021,39702,65303,196603,11.147,49558,70080,190709,11.166
1/10/2021,34826,62193,174149,11.943,50484,70918,195038,11.172
1/11/2021,56445,71729,194537,11.179,51166,70847,195739,11.134
1/12/2021,60304,74687,201372,10.754,51979,71255,197061,11.089
1/13/2021,61448,74610,207152,10.816,52630,71443,198206,11.062
1/14/2021,61878,75602,209300,10.766,53164,71240,199142,11.051
1/15/2021,62702,78010,196979,10.318,53901,71733,197156,10.989
1/16/2021,40204,68665,187837,11.148,53972,72214,195904,10.989
1/17/2021,36538,63169,182788,11.61,54217,72353,197138,10.942
1/18/2021,48827,73685,192621,11.885,53129,72633,196864,11.043
1/19/2021,59320,74252,210187,10.741,52988,72570,198123,11.041
1/20/2021,58402,71064,198481,11.204,52553,72064,196885,11.096
1/21/2021,62803,75380,213409,10.553,52685,72032,197472,11.066
1/22/2021,65183,76917,220217,10.554,53040,71876,200791,11.099
1/23/2021,41119,68616,203563,11.121,53170,71869,203038,11.096
1/24/2021,34420,64450,179649,12.358,52868,72052,202590,11.202
1/25/2021,58808,73807,207956,10.996,54294,72069,204780,11.075
1/26/2021,53684,66937,180479,10.853,53488,71024,200536,11.091
1/27/2021,60565,72970,196350,10.459,53797,71297,200232,10.985
1/28/2021,64476,75779,207609,10.15,54036,71354,199403,10.927
1/29/2021,62426,78153,209884,10.151,53643,71530,197927,10.87
1/30/2021,42360,70303,198524,11.013,53820,71771,197207,10.854
1/31/2021,35642,64472,160923,12.028,53994,71774,194532,10.807
2/1/2021,12704,15557,17821,9.472,47408,63453,167370,10.589
2/2/2021,22102,29432,69422,11.157,42896,58095,151505,10.633
2/3/2021,52790,64654,146459,8.917,41786,56907,144377,10.413
2/4/2021,61664,72304,142443,8.33,41384,56411,135068,10.153
2/5/2021,60121,73298,150281,9.025,41055,55717,126553,9.992
2/6/2021,46607,71149,160966,9.75,41661,55838,121188,9.811
2/7/2021,18801,37878,85381,12.41,39256,52039,110396,9.866
2/8/2021,56667,71395,149938,10.037,45536,60016,129270,9.947
2/9/2021,56521,68641,129621,9.918,50453,65617,137870,9.77
2/10/2021,63790,75563,156435,9.326,52024,67175,139295,9.828
2/11/2021,62683,73823,146223,9.685,52170,67392,139835,10.021
2/12/2021,63987,78942,166100,9.331,52722,68199,142095,10.065
2/13/2021,44110,71089,155998,9.965,52366,68190,141385,10.096
2/14/2021,39727,63424,140322,10.607,55355,71840,149234,9.838
2/15/2021,43516,66978,130300,11.204,53476,71209,146428,10.005
2/16/2021,60844,73367,163998,10.183,54094,71884,151339,10.043
2/17/2021,66167,83032,194305,9.472,54433,72951,156749,10.064
2/18/2021,37198,47401,101666,10.314,50793,69176,150384,10.154
2/19/2021,48523,62941,113801,10.733,48584,66890,142913,10.354
2/20/2021,44592,69386,161062,10.336,48652,66647,143636,10.407
2/21/2021,37404,69077,153325,11.229,48321,67455,145494,10.496
2/22/2021,55749,70517,152310,10.12,50068,67960,148638,10.341
2/23/2021,63143,76877,192068,10.012,50397,68462,152648,10.317
2/24/2021,67115,80726,205617,9.726,50532,68132,154264,10.353
2/25/2021,67351,81192,207946,9.537,54840,72959,169447,10.242
2/26/2021,67717,83316,224201,9.684,57582,75870,185218,10.092
2/27/2021,49210,74134,193344,10.46,58241,76548,189830,10.11
2/28/2021,39380,69235,179312,11.052,58524,76571,193543,10.084
3/1/2021,61212,73251,196186,10.603,59304,76962,199811,10.153
3/2/2021,63845,76000,217727,10.126,59404,76836,203476,10.17
3/3/2021,69028,79409,219585,9.821,59678,76648,205472,10.183
3/4/2021,68208,80328,223099,10.026,59800,76525,207636,10.253
3/5/2021,71576,82116,228085,9.635,60351,76353,208191,10.246
3/6/2021,51909,77680,223086,10.018,60737,76860,212440,10.183
3/7/2021,43859,74674,194167,11.246,61377,77637,214562,10.211
3/8/2021,63805,76685,215390,10.373,61747,78127,217306,10.178
3/9/2021,66566,77945,222654,10.164,62136,78405,218009,10.183
3/10/2021,66749,72548,226975,9.91,61810,77425,219065,10.196
3/11/2021,70888,83545,226896,9.948,62193,77885,219608,10.185
3/12/2021,72303,87289,235390,9.518,62297,78624,220651,10.168
3/13/2021,61239,82230,218653,10.01,63630,79274,220018,10.167
3/14/2021,46766,82251,197503,11.292,64045,80356,220494,10.174
3/15/2021,63519,79210,219375,10.465,64004,80717,221064,10.187
3/16/2021,64755,79449,212999,10.073,63746,80932,219684,10.174
3/17/2021,67223,80525,218263,10.156,63813,82071,218440,10.209
3/18/2021,67160,80663,199142,9.482,63281,81660,214475,10.142
3/19/2021,70267,86490,237901,9.432,62990,81545,214834,10.13
3/20/2021,56819,84585,226477,9.851,62358,81882,215951,10.107
3/21/2021,48498,83289,207147,10.667,62606,82030,217329,10.018
3/22/2021,64211,79966,219940,10.615,62705,82138,217410,10.039
3/23/2021,67257,80696,222897,10.079,63062,82316,218824,10.04
3/24/2021,66766,79993,218339,9.718,62997,82240,218835,9.978
3/25/2021,70017,84283,228456,9.735,63405,82757,223022,10.014
3/26/2021,73671,89573,232020,9.458,63891,83198,222182,10.018
3/27/2021,59721,87288,233140,9.627,64306,83584,223134,9.986
3/28/2021,36177,68028,181975,11.484,62546,81404,219538,10.102
3/29/2021,57760,79263,222047,10.763,61624,81303,219839,10.123
3/30/2021,69292,87554,229521,9.697,61915,82283,220785,10.069
3/31/2021,66010,83013,228275,9.794,61807,82715,222205,10.08
4/1/2021,69885,87460,224060,9.649,61788,83168,221577,10.068
4/2/2021,65229,87023,242570,9.827,60582,82804,223084,10.12
4/3/2021,52087,86030,224649,10.381,59491,82624,221871,10.228
4/4/2021,43477,85216,201868,11.863,60534,85080,224713,10.282
4/5/2021,64126,86899,228634,10.496,61444,86171,225654,10.244
4/6/2021,69443,82943,230956,9.798,61465,85512,225859,10.258
4/7/2021,71674,83733,232605,9.787,62274,85615,226477,10.257
4/8/2021,74099,89340,236390,9.603,62876,85883,228239,10.251
4/9/2021,74789,87603,246860,9.174,64242,85966,228852,10.157
4/10/2021,60555,86625,231196,9.708,65452,86051,229787,10.061
4/11/2021,42697,74944,192885,10.531,65340,84584,228504,9.871
4/12/2021,64421,80516,211911,10.132,65383,83672,226115,9.819
4/13/2021,69437,83413,227034,9.718,65382,83739,225554,9.807
4/14/2021,70739,86335,236374,9.698,65248,84111,226093,9.795
4/15/2021,68852,82549,216329,8.974,64499,83141,223227,9.705
4/16/2021,73349,88844,247126,8.704,64293,83318,223265,9.638
4/17/2021,39711,87025,247156,9.623,61315,83375,225545,9.626
4/18/2021,35229,86844,226832,10.738,60248,85075,230395,9.655
4/19/2021,64815,82464,234135,10.222,60305,85353,233569,9.668
4/20/2021,72066,87527,238021,9.473,60680,85941,235139,9.633
4/21/2021,68108,83804,234834,9.36,60304,85580,234919,9.585
4/22/2021,73672,85718,243635,9.215,60993,86032,238820,9.619
4/23/2021,76088,94228,251610,9.226,61384,86801,239460,9.694
4/24/2021,53072,91640,242553,9.594,63293,87461,238803,9.69
4/25/2021,40628,78958,215935,11.089,64064,86334,237246,9.74
4/26/2021,69348,83057,230877,10.067,64712,86419,236781,9.718
4/27/2021,68517,83306,234883,9.773,64205,85816,236332,9.761
4/28/2021,75492,89241,238536,9.395,65260,86593,236861,9.766
4/29/2021,72776,86776,239333,8.912,65132,86744,236247,9.723
4/30/2021,76205,89819,250733,9.047,65148,86114,236121,9.697
5/1/2021,60005,90249,235822,9.786,66139,85915,235160,9.724
5/2/2021,54756,91625,218298,11.107,68157,87725,235497,9.727
5/3/2021,68583,82858,225547,10.222,68048,87696,234736,9.749
5/4/2021,71201,83913,231139,9.639,68431,87783,234201,9.73
5/5/2021,69478,85127,225328,8.941,67572,87195,232314,9.665
5/6/2021,75712,90581,245790,8.875,67991,87739,233237,9.659
5/7/2021,77500,92727,256124,8.696,68176,88154,234007,9.609
5/8/2021,60156,89135,232933,9.697,68198,87995,233594,9.597
5/9/2021,59892,90956,215740,10.79,68932,87900,233229,9.551
5/10/2021,67811,83303,234843,10.086,68821,87963,234557,9.532
5/11/2021,73039,84660,240340,9.408,69084,88070,235871,9.499
5/12/2021,73275,86962,244591,9.322,69626,88332,238623,9.553
5/13/2021,77288,90756,240802,9.276,69852,88357,237910,9.611
5/14/2021,77360,90613,251740,8.911,69832,88055,237284,9.641
5/15/2021,62343,90618,246152,9.794,70144,88267,239173,9.655
5/16/2021,52849,90496,225762,10.757,69138,88201,240604,9.651
5/17/2021,61000,82157,231547,10.466,68165,88037,240133,9.705
5/18/2021,64121,85828,240959,9.533,66891,88204,240222,9.723
5/19/2021,72360,92892,246966,8.86,66760,89051,240561,9.657
5/20/2021,74051,94098,258760,8.644,66298,89529,243127,9.566
5/21/2021,77196,92276,254212,8.661,66274,89766,243480,9.531
5/22/2021,,91906,248086,9.655,66930,89950,243756,9.511
5/23/2021,58534,93635,224327,10.862,67877,90399,243551,9.526
5/24/2021,68362,87218,245066,9.973,69104,91122,245482,9.455
5/25/2021,74300,90604,245097,9.164,70801,91804,246073,9.403
5/26/2021,77463,91287,244521,8.615,71651,91575,245724,9.368
5/27/2021,78702,95505,253706,8.256,72426,91776,245002,9.312
5/28/2021,77437,87790,245532,8.495,72466,91135,243762,9.289
5/29/2021,50595,79366,208733,10.345,69342,89344,238140,9.387
5/30/2021,43515,76907,189317,10.32,67196,86954,233139,9.31
5/31/2021,48001,90645,199446,11.534,64288,87443,226622,9.533
6/1/2021,74882,91329,247761,9.379,64371,87547,227002,9.563
6/2/2021,75814,93112,252642,8.711,64135,87808,228162,9.577
6/3/2021,74634,91795,245941,8.53,63554,87278,227053,9.616
6/4/2021,,90625,245863,8.33,61240,87683,227100,9.593
6/5/2021,71145,98280,246720,9.593,64665,90385,232527,9.485
6/6/2021,59468,97949,230738,10.916,67324,93391,238444,9.571
6/7/2021,73076,89823,244434,9.421,71503,93273,244871,9.269
6/8/2021,74157,87450,239731,8.358,71382,92719,243724,9.123
6/9/2021,76833,91135,249658,8.471,71552,92437,243298,9.089
6/10/2021,80619,96871,260618,8.426,72550,93162,245395,9.074
6/11/2021,79315,92417,262583,8.375,73516,93418,247783,9.08
6/12/2021,66575,94843,256014,9.522,72863,92927,249111,9.07
6/13/2021,60616,96973,237209,10.128,73027,92787,250035,8.957
6/14/2021,70812,91366,236744,9.609,72704,93008,248937,8.984
6/15/2021,75845,91080,245147,8.643,72945,93526,249710,9.025
6/16/2021,77637,94628,251217,8.554,73060,94025,249933,9.037
6/17/2021,81845,101012,255511,8.005,73235,94617,249204,8.977
6/18/2021,80202,90601,260011,7.666,73362,94358,248836,8.875
6/19/2021,68769,100063,245487,9.874,73675,95103,247332,8.926
6/20/2021,63706,93724,227512,10.958,74117,94639,245947,9.044
6/21/2021,73158,93724,238769,9.88,74452,94976,246236,9.083
6/22/2021,73677,86445,232926,8.331,74142,94314,244490,9.038
6/23/2021,78101,95006,245868,8.409,74208,94368,243726,9.018
6/24/2021,82374,97872,245274,8.447,74284,93919,242264,9.081
6/25/2021,81205,94387,252366,8.412,74427,94460,241172,9.187
6/26/2021,70521,93019,244709,8.791,74677,93454,241061,9.033
6/27/2021,59459,97148,231788,8.91,74071,93943,241671,8.74
6/28/2021,71438,92124,232732,9.723,73825,93714,240809,8.718
6/29/2021,76717,95535,229692,8.77,74259,95013,240347,8.78
6/30/2021,77331,95757,237474,8.656,74149,95120,239148,8.815
7/1/2021,77266,93475,241493,8.153,73420,94492,238608,8.773
7/2/2021,73121,89085,241182,9.416,72265,93735,237010,8.917
7/3/2021,51434,85695,226005,10.687,69538,92688,234338,9.188
7/4/2021,47766,80913,188549,11.842,67868,90369,228161,9.607
7/5/2021,50571,93140,206333,11.98,64887,90514,224390,9.929
7/6/2021,70897,89048,229109,9.665,64055,89588,224306,10.057
7/7/2021,74930,93693,233124,9.046,63712,89293,223685,10.113
7/8/2021,74640,91825,241000,8.18,63337,89057,223615,10.116
7/9/2021,77638,89314,235890,8.538,63982,89090,222859,9.991
7/10/2021,68060,97489,242842,9.591,66357,90775,225264,9.835
7/11/2021,58692,97014,224879,10.915,67918,93075,230454,9.702
7/12/2021,69530,87376,231755,9.88,70627,92251,234086,9.402
7/13/2021,75356,89276,232087,9.073,71264,92284,234511,9.318
7/14/2021,75676,92499,238968,8.676,71370,92113,235346,9.265
7/15/2021,82281,95373,245770,8.232,72462,92620,236027,9.272
7/16/2021,80622,93169,245755,8.642,72888,93171,237437,9.287
7/17/2021,66027,93694,242671,9.294,72598,92629,237412,9.245
7/18/2021,57999,93360,227887,10.305,72499,92107,237842,9.157
7/19/2021,72296,92767,234091,9.751,72894,92877,238176,9.139
7/20/2021,74532,83833,238495,9.825,72776,92099,239091,9.246
7/21/2021,76581,92027,241266,9.11,72905,92032,239419,9.308
7/22/2021,79200,94393,252101,8.946,72465,91892,240324,9.41
7/23/2021,82492,89045,249504,8.68,72732,91303,240859,9.416
7/24/2021,68085,95940,242351,9.521,73026,91624,240814,9.448
7/25/2021,58653,95790,226199,10.926,73120,91971,240572,9.537
7/26/2021,73039,93383,233847,9.961,73226,92059,240538,9.567
7/27/2021,74436,90078,236565,9.328,73212,92951,240262,9.496
7/28/2021,75883,91599,244577,8.966,73113,92890,240735,9.475
7/29/2021,76724,90138,243044,8.761,72759,92282,239441,9.449
7/30/2021,81456,84841,248998,8.735,72611,91681,239369,9.457
7/31/2021,68868,94063,241328,9.612,72723,91413,239223,9.47
8/1/2021,59256,95846,228841,10.823,72809,91421,239600,9.455
8/2/2021,71973,90955,234663,10.181,72657,91074,239717,9.487
8/3/2021,73729,90785,237648,9.448,72556,91175,239871,9.504
8/4/2021,74186,92525,244221,9.274,72313,91308,239820,9.548
8/5/2021,80066,92722,245616,9.107,72791,91677,240188,9.597
8/6/2021,79427,92649,253167,8.713,72501,92792,240783,9.594
8/7/2021,64850,95898,245320,10.082,71927,93054,241354,9.661
8/8/2021,58332,95587,227366,10.691,71795,93017,241143,9.642
8/9/2021,69270,88826,234825,10.16,71409,92713,241166,9.639
8/10/2021,73620,87944,237449,9.378,71393,92307,241138,9.629
8/11/2021,75884,92505,237320,9.193,71636,92304,240152,9.618
8/12/2021,79464,93675,236761,8.762,71550,92441,238887,9.568
8/13/2021,79281,91720,223239,8.844,71529,92308,234611,9.587
8/14/2021,65876,96194,204094,9.843,71675,92350,228722,9.553
8/15/2021,62136,99544,190853,11.357,72219,92915,223506,9.648
8/16/2021,71230,90473,201213,10.517,72499,93151,218704,9.699
8/17/2021,74271,88353,227206,9.602,72592,93209,217241,9.731
8/18/2021,75757,90967,233514,9.1,72574,92989,216697,9.718
8/19/2021,78196,93479,237734,9.068,72392,92961,216836,9.762
8/20/2021,78394,94455,241393,9.249,72266,93352,219430,9.819
8/21/2021,70416,97694,229691,10.575,72914,93566,223086,9.924
8/22/2021,30855,59215,135492,12.197,68446,87805,215178,10.044
8/23/2021,66141,88437,111474,10.446,67719,87514,202358,10.034
8/24/2021,75327,94118,102624,9.112,67869,88338,184560,9.964
8/25/2021,77080,93624,105044,9.088,68058,88717,166207,9.962
8/26/2021,79118,94593,113694,9.048,68190,88877,148487,9.959
8/27/2021,79053,97712,133453,8.579,68284,89342,133067,9.864
8/28/2021,70525,94054,207676,10.053,68300,88822,129922,9.789
8/29/2021,71592,93111,201607,10.001,74119,93664,139367,9.475
8/30/2021,76309,90374,217245,9.929,75572,93941,154478,9.401
8/31/2021,79810,91827,227375,9.103,76212,93614,172299,9.4
9/1/2021,73621,80094,203689,9.279,75718,91681,186391,9.427
9/2/2021,81595,94069,222644,10.154,76072,91606,201956,9.585
9/3/2021,86963,94146,241680,9.087,77202,91096,217417,9.658
9/4/2021,71228,93184,224903,10.641,77303,90972,219878,9.742
9/5/2021,60287,87257,208391,11.109,75688,90136,220847,9.9
9/6/2021,57596,88184,192944,12.119,73014,89823,217375,10.213
9/7/2021,75709,90609,220933,9.689,72428,89649,216455,10.297
9/8/2021,76950,88629,228834,8.828,72904,90868,220047,10.232
9/9/2021,81232,95671,224301,7.536,72852,91097,220284,9.858
9/10/2021,87747,101779,247026,8.109,72964,92188,221047,9.719
9/11/2021,70730,96685,240176,9.534,72893,92688,223229,9.56
9/12/2021,68987,98875,226272,10.138,74136,94347,225784,9.422
9/13/2021,80986,94102,226104,9.023,77477,95193,230521,8.979
9/14/2021,80756,93811,228379,8.209,78198,95650,231585,8.768
9/15/2021,78340,91394,230568,8.29,78397,96045,231832,8.691
9/16/2021,74488,89829,228838,9.345,77433,95211,232480,8.95
9/17/2021,86378,98867,239125,7.864,77238,94795,231352,8.915
9/18/2021,79512,101726,240625,9.163,78492,95515,231416,8.862
9/19/2021,69968,101049,225364,9.066,78633,95825,231286,8.709
9/20/2021,72776,90084,220821,8.093,77460,95251,230531,8.576
9/21/2021,71119,86291,219020,7.732,76083,94177,229194,8.508
9/22/2021,73534,90374,223779,7.917,75396,94031,228225,8.454
9/23/2021,83219,93067,224693,7.04,76644,94494,227632,8.125
9/24/2021,87534,99011,236128,7.643,76809,94515,227204,8.093
9/25/2021,77695,100896,236802,8.665,76549,94396,226658,8.022
9/26/2021,59167,100351,230095,10.003,75006,94296,227334,8.156
9/27/2021,74681,88125,221150,9.282,75278,94016,227381,8.326
9/28/2021,71907,86334,223040,8.669,75391,94023,227955,8.46
9/29/2021,77015,92682,234602,8.43,75888,94352,229501,8.533
9/30/2021,86151,97728,242275,8.001,76307,95018,232013,8.671
10/1/2021,86333,100127,229783,8.013,76136,95178,231107,8.723
10/2/2021,75879,95490,238934,8.9,75876,94405,231411,8.757
10/3/2021,68387,96931,225611,8.943,77193,93917,230771,8.606
10/4/2021,78290,90055,213018,8.853,77709,94192,229609,8.544
10/5/2021,79839,93346,222489,8.178,78842,95194,229530,8.474
10/6/2021,82689,94441,223362,7.793,79653,95445,227925,8.383
10/7/2021,85834,102984,235971,7.629,79607,96196,227024,8.33
10/8/2021,87913,99286,245791,7.763,79833,96076,229311,8.294
10/9/2021,75296,95546,238913,8.474,79750,96084,229308,8.233
10/10/2021,62458,94608,217435,9.861,78903,95752,228140,8.364
10/11/2021,69800,96429,208584,9.841,77690,96663,227506,8.505
10/12/2021,80199,94057,224549,8.267,77741,96764,227801,8.518
10/13/2021,79916,98290,229015,7.771,77345,97314,228608,8.515
10/14/2021,84774,100379,227835,7.76,77194,96942,227446,8.534
10/15/2021,86889,99541,239686,7.855,77047,96979,226574,8.547
10/16/2021,73271,96279,241281,8.814,76758,97083,226912,8.595
10/17/2021,68340,100450,228336,9.962,77598,97918,228469,8.61
10/18/2021,77539,92687,224735,9.139,78704,97383,230777,8.51
10/19/2021,80853,93470,224466,8.116,78797,97299,230765,8.488
10/20/2021,83505,95880,232828,7.833,79310,96955,231310,8.497
10/21/2021,83812,99407,238823,7.635,79173,96816,232879,8.479
10/22/2021,86161,97834,243132,7.808,79069,96572,233372,8.472
10/23/2021,76801,95926,240447,8.02,79573,96522,233252,8.359
10/24/2021,68603,98602,225288,10.136,79611,96258,232817,8.384
10/25/2021,77853,94140,217704,8.489,79655,96466,231813,8.291
10/26/2021,70431,79863,202794,8.563,78167,94522,228717,8.355
10/27/2021,80378,96380,236879,7.161,77720,94593,229295,8.259
10/28/2021,87458,100694,251122,7.266,78241,94777,231052,8.206
10/29/2021,85675,101528,244053,7.909,78171,95305,231184,8.22
10/30/2021,74387,95120,242050,8.553,77826,95190,231413,8.297
10/31/2021,68269,95252,236027,9.59,77779,94711,232947,8.219
11/1/2021,77350,95333,235021,8.955,77707,94881,235421,8.285
11/2/2021,71191,89757,224634,8.508,77815,96295,238541,8.277
11/3/2021,74801,91871,242748,7.857,77019,95651,239379,8.377
11/4/2021,80795,101524,247187,7.448,76067,95769,238817,8.403
11/5/2021,85229,98934,240741,7.747,76003,95399,238344,8.38
11/6/2021,76165,104406,240953,8.79,76257,96725,238187,8.413
11/7/2021,70106,98542,196532,10.692,76520,97195,232545,8.571
11/8/2021,79640,93298,227956,8.544,76847,96905,231536,8.512
11/9/2021,80306,94688,232405,7.775,78149,97609,232646,8.407
11/10/2021,83735,97175,238170,7.293,79425,98367,231992,8.327
11/11/2021,76199,95591,232304,6.719,78769,97519,229866,8.223
11/12/2021,82860,95320,234470,7.463,78430,97003,228970,8.182
11/13/2021,74793,89065,239305,7.674,78234,94811,228735,8.023
11/14/2021,67463,91322,230260,9.271,77857,93780,233553,7.82
11/15/2021,80975,91809,224056,8.393,78047,93567,232996,7.798
11/16/2021,82709,93867,232445,7.689,78391,93450,233001,7.786
11/17/2021,81893,96714,240354,7.373,78127,93384,233313,7.797
11/18/2021,86072,101421,240408,7.663,79538,94217,234471,7.932
11/19/2021,88383,100373,240729,7.806,80327,94939,235365,7.981
11/20/2021,75263,100305,245580,8.329,80394,96544,236262,8.075
11/21/2021,65818,96456,229688,9.411,80159,97278,236180,8.095
11/22/2021,77896,95765,223705,8.506,79719,97843,236130,8.111
11/23/2021,84989,101981,231866,7.518,80045,99002,236047,8.087
11/24/2021,82924,97897,233494,7.862,80192,99171,235067,8.157
11/25/2021,55424,83381,192017,10.328,75814,96594,228154,8.537
11/26/2021,59037,86673,200198,9.593,71622,94637,222364,8.793
11/27/2021,64420,96638,218891,9.438,70073,94113,218551,8.951
11/28/2021,69764,96927,228167,9.984,70636,94180,218334,9.033
11/29/2021,78804,96531,222982,,70766,94290,218231,9.121
11/30/2021,80279,96927,224540,,70093,93568,217184,9.441
