time,Bronx,Brooklyn,Manhattan,Queens,Staten Island,Allowed,Bronx Pct,Brooklyn Pct,Manhattan Pct,Queens Pct,Staten Island Pct,Free,Metered,No,Total,Free Pct,Metered Pct,No Pct
Sun 14:30,217285,448795,111946,671156,238868,1688050,0.128719528,0.26586594,0.066316756,0.397592488,0.141505287,1688050,0,838408,2526458,0.668148847,0,0.331851153
Sun 15:00,217289,448794,111922,671156,238891,1688052,0.128721746,0.265865033,0.06630246,0.397592017,0.141518745,1688052,0,838406,2526458,0.668149639,0,0.331850361
Sun 15:30,217289,448794,111922,671156,238891,1688052,0.128721746,0.265865033,0.06630246,0.397592017,0.141518745,1688052,0,838406,2526458,0.668149639,0,0.331850361
Sun 16:00,221905,456815,114855,678667,240922,1713164,0.129529339,0.266649895,0.067042618,0.396148296,0.140629852,1713164,0,813294,2526458,0.678089246,0,0.321910754
Sun 16:30,221905,456823,114855,678667,240922,1713172,0.129528734,0.266653319,0.067042305,0.396146446,0.140629195,1713172,0,813286,2526458,0.678092412,0,0.321907588
Sun 17:00,221992,457256,114965,678850,240939,1714002,0.129516768,0.266776818,0.067074017,0.396061381,0.140571015,1714002,0,812456,2526458,0.678420936,0,0.321579064
Sun 17:30,221992,457257,114965,678850,240939,1714003,0.129516693,0.266777246,0.067073978,0.39606115,0.140570932,1714003,0,812455,2526458,0.678421331,0,0.321578669
Sun 18:00,222046,457747,115294,678939,240956,1714982,0.129474245,0.266910673,0.067227528,0.395886954,0.1405006,1714982,0,811476,2526458,0.67880883,0,0.32119117
Sun 18:30,222046,457747,115294,678939,240956,1714982,0.129474245,0.266910673,0.067227528,0.395886954,0.1405006,1714982,0,811476,2526458,0.67880883,0,0.32119117
Sun 19:00,222117,458725,115920,679291,241040,1717093,0.129356418,0.2671521,0.067509448,0.395605247,0.140376788,1717093,0,809365,2526458,0.679644388,0,0.320355612
Sun 19:30,222117,458725,115920,679291,241040,1717093,0.129356418,0.2671521,0.067509448,0.395605247,0.140376788,1717093,0,809365,2526458,0.679644388,0,0.320355612
Sun 20:00,222117,458785,115929,679401,240974,1717206,0.129347906,0.26716946,0.067510246,0.395643272,0.140329116,1717206,0,809252,2526458,0.679689114,0,0.320310886
Sun 20:30,222117,458785,115929,679401,240974,1717206,0.129347906,0.26716946,0.067510246,0.395643272,0.140329116,1717206,0,809252,2526458,0.679689114,0,0.320310886
Sun 21:00,222119,458746,115937,678576,240974,1716352,0.12941343,0.267279672,0.067548498,0.39535946,0.140398939,1716352,0,810106,2526458,0.679351092,0,0.320648908
Sun 21:30,222119,458746,115937,678576,240974,1716352,0.12941343,0.267279672,0.067548498,0.39535946,0.140398939,1716352,0,810106,2526458,0.679351092,0,0.320648908
Sun 22:00,221989,458636,116056,677995,240829,1715505,0.129401546,0.267347516,0.067651216,0.395215986,0.140383735,1715505,0,810953,2526458,0.67901584,0,0.32098416
Sun 22:30,221989,458636,116056,677995,240829,1715505,0.129401546,0.267347516,0.067651216,0.395215986,0.140383735,1715505,0,810953,2526458,0.67901584,0,0.32098416
Sun 23:00,221989,458635,115382,677942,240730,1714678,0.129463958,0.267475876,0.067290768,0.395375692,0.140393707,1714678,0,811780,2526458,0.678688504,0,0.321311496
Sun 23:30,221989,458635,115382,677942,240730,1714678,0.129463958,0.267475876,0.067290768,0.395375692,0.140393707,1714678,0,811780,2526458,0.678688504,0,0.321311496
